title,name,location,time,verified,review,aircraft_model,traveller_type,seat_type,route,date_flown,overal_rating,Seat_comfort_rating,cabin_staff,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommended
,,Canada,2024-06-05,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,February 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,Iraq,2024-06-01,True,Economy Class,Business,Business,Economy Class,,June 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Singapore,2024-06-01,True,Economy Class,Boeing 777,Solo Leisure,Economy Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Australia,2024-05-31,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,4,5,3,5,0
,,Netherlands,2024-05-31,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,October 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,United Kingdom,2024-05-30,True,Economy Class,Boeing 787-9,Family Leisure,Economy Class,,February 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-05-30,True,Economy Class,Boeing 787-8,Family Leisure,Economy Class,,March 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Poland,2024-05-30,True,Economy Class,Boeing 787,Solo Leisure,Economy Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Cambodia,2024-05-30,True,Economy Class,A350,Family Leisure,Economy Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Cayman Islands,2024-05-30,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,April 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,United States,2024-05-29,True,Business Class,A350-900,Solo Leisure,Business Class,,May 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,United Kingdom,2024-05-29,True,Business Class,Solo Leisure,Solo Leisure,Business Class,,June 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Romania,2024-05-29,False,Business Class,A320,Solo Leisure,Business Class,,April 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Qatar,2024-05-28,True,Business Class,A350-900,Solo Leisure,Business Class,,May 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,Lebanon,2024-05-27,True,Economy Class,A350-1000,Solo Leisure,Economy Class,,May 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,United Kingdom,2024-05-27,True,Business Class,Boeing 777,Couple Leisure,Business Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Thailand,2024-05-27,True,Business Class,A350/777-300,Solo Leisure,Business Class,,May 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Ireland,2024-05-25,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,May 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-05-21,False,Economy Class,A350/A380,Couple Leisure,Economy Class,,May 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Arab Emirates,2024-05-20,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,April 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,United Arab Emirates,2024-05-18,True,Business Class,Boeing 787,Solo Leisure,Business Class,,May 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,South Africa,2024-05-17,False,Economy Class,A350-1000,Couple Leisure,Economy Class,,May 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Vietnam,2024-05-11,False,Economy Class,"Dreamliner, Boeing 777",Family Leisure,Economy Class,,May 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Canada,2024-05-07,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,March 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Canada,2024-05-07,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,4,5,3,5,0
,,France,2024-05-05,True,Business Class,Business,Business,Business Class,,May 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United States,2024-05-04,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,March 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Australia,2024-05-01,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,April 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2024-04-26,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,April 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2024-04-26,True,Business Class,Couple Leisure,Couple Leisure,Business Class,,March 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Qatar,2024-04-25,True,Business Class,A350-900,Family Leisure,Business Class,,April 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Cyprus,2024-04-24,True,Economy Class,"A320, Boeing 787",Couple Leisure,Economy Class,,February 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Qatar,2024-04-17,True,Business Class,Boeing 788,Family Leisure,Business Class,,April 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2024-04-17,True,Business Class,Business,Business,Business Class,,April 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,Taiwan,2024-04-15,False,Economy Class,A350-900 and Boeing 777-300ER,Solo Leisure,Economy Class,,April 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Kuwait,2024-04-13,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,April 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2024-04-10,True,Business Class,Boeing 777-300ER,Solo Leisure,Business Class,,April 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-04-09,True,Business Class,A350,Couple Leisure,Business Class,,April 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",2.0,5,5,4,4,0
,,Kuwait,2024-04-08,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,March 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Netherlands,2024-04-05,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,February 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Germany,2024-04-03,True,Economy Class,Boeing 787-8,Solo Leisure,Economy Class,,March 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,United Kingdom,2024-04-03,True,Business Class,A350,Business,Business Class,,March 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-04-03,True,Business Class,A330,Business,Business Class,,March 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-04-01,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,March 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Iceland,2024-04-01,True,Business Class,Boeing 787-8,Couple Leisure,Business Class,,February 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Finland,2024-04-01,True,Business Class,Solo Leisure,Solo Leisure,Business Class,,March 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-04-01,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,February 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,United Kingdom,2024-04-01,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,March 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,United States,2024-03-31,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,March 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,Australia,2024-03-31,True,Business Class,Boeing 777-ER,Solo Leisure,Business Class,,March 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-03-28,False,Business Class,Boeing 787 / 777,Couple Leisure,Business Class,,February 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2024-03-28,True,Business Class,Boeing 787-99,Solo Leisure,Business Class,,March 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,France,2024-03-27,True,Business Class,Boeing 777,Business,Business Class,,March 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2024-03-26,True,Business Class,A332,Solo Leisure,Business Class,,March 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-03-22,True,Business Class,A350,Couple Leisure,Business Class,,January 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Germany,2024-03-19,True,Business Class,Boeing 788,Business,Business Class,,March 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2024-03-19,True,Economy Class,Boeing 777,Couple Leisure,Economy Class,,February 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-03-18,True,Economy Class,Boeing 777-300,Solo Leisure,Economy Class,,March 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Germany,2024-03-13,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,February 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Netherlands,2024-03-13,True,Economy Class,Boeing 789,Business,Economy Class,,March 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",2.0,5,5,4,4,0
,,Bulgaria,2024-03-10,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,March 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Sweden,2024-03-09,False,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,March 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Germany,2024-03-09,True,Business Class,Boeing 777ER,Solo Leisure,Business Class,,March 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-03-02,False,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,March 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",2.0,5,5,4,4,0
,,Canada,2024-02-29,True,Business Class,Couple Leisure,Couple Leisure,Business Class,,February 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,Australia,2024-02-29,True,Economy Class,A380,Business,Economy Class,,November 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Qatar,2024-02-25,True,First Class,A380-800,Couple Leisure,First Class,,February 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-02-22,True,Business Class,A350,Couple Leisure,Business Class,,February 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,United Kingdom,2024-02-20,True,Business Class,A380,Family Leisure,Business Class,,February 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United States,2024-02-20,False,Economy Class,A350-1000,Family Leisure,Economy Class,,February 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2024-02-16,True,Economy Class,Boeing 787-9 / A330-300,Couple Leisure,Economy Class,,January 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Germany,2024-02-15,True,Business Class,Boeing 787 / 777,Business,Business Class,,February 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United States,2024-02-14,True,Business Class,Solo Leisure,Solo Leisure,Business Class,,November 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United States,2024-02-12,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,January 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Qatar,2024-02-03,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,January 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2024-02-03,True,Business Class,Boeing 777-300,Solo Leisure,Business Class,,January 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-01-27,True,Business Class,Boeing 777,Business,Business Class,,January 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,United States,2024-01-26,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,January 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,Australia,2024-01-25,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,December 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Singapore,2024-01-22,True,Economy Class,A350-900/1000,Solo Leisure,Economy Class,,January 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2024-01-18,True,First Class,A380,Solo Leisure,First Class,,January 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Lebanon,2024-01-17,True,Economy Class,A350-1000,Solo Leisure,Economy Class,,January 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-01-15,True,Economy Class,Business,Business,Economy Class,,January 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,United Kingdom,2024-01-14,True,Business Class,Business,Business,Business Class,,January 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Iceland,2024-01-13,True,Business Class,Boeing 787-8,Couple Leisure,Business Class,,January 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Iceland,2024-01-13,True,Business Class,Boeing 787-9 ,Couple Leisure,Business Class,,January 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2024-01-12,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,January 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,United States,2024-01-12,True,Business Class,A350,Couple Leisure,Business Class,,January 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Australia,2024-01-11,True,Business Class,Solo Leisure,Solo Leisure,Business Class,,January 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Greece,2024-01-11,True,Economy Class,A350 / Boeing 787,Couple Leisure,Economy Class,,December 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Denmark,2024-01-09,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,January 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2024-01-07,True,Business Class,Boeing 789 / 773,Business,Business Class,,December 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Switzerland,2024-01-05,True,Business Class,Boeing 777-300,Solo Leisure,Business Class,,December 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
