title,name,location,time,verified,review,aircraft_model,traveller_type,seat_type,route,date_flown,overal_rating,Seat_comfort_rating,cabin_staff,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommended
,,Australia,2024-11-10,True,Business Class,Boeing 777 / A350,Solo Leisure,Business Class,,November 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,5,5,5,0
,,Spain,2024-11-08,True,Business Class,A350-900,Business,Business Class,,November 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,5,5,5,0
,,Nepal,2024-11-08,True,Business Class,Business,Business,Business Class,,November 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,5,5,5,5,0
,,Cayman Islands,2024-11-07,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,November 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,5,5,5,0
,,United Kingdom,2024-11-07,True,Business Class,Boeing 787-8,Couple Leisure,Business Class,,November 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,5,5,5,0
,,United Kingdom,2024-11-07,True,Business Class,"Boeing 787-9 , A350-900",Couple Leisure,Business Class,,October 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,5,5,5,0
,,Australia,2024-11-06,True,Business Class,A320,Business,Business Class,,October 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,5,5,5,0
,,Norway,2024-11-06,False,Business Class,Boeing 787-8 / Boeing 777-300,Solo Leisure,Business Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,Pakistan,2024-11-06,True,Economy Class,Business,Business,Economy Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,Qatar,2024-11-05,True,First Class,Boeing 787-8,Solo Leisure,First Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,Australia,2024-11-05,True,Economy Class,Boeing 777-300ER,Solo Leisure,Economy Class,,November 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,United Kingdom,2024-11-01,True,Economy Class,Boeing 777-300ER / 787-8,Couple Leisure,Economy Class,,October 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,Qatar,2024-10-30,True,Economy Class,A350,Couple Leisure,Economy Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,Australia,2024-10-29,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,October 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,5,5,5,5,0
,,United Kingdom,2024-10-28,True,Business Class,A350-1000,Solo Leisure,Business Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,5,5,5,0
,,United Arab Emirates,2024-10-27,True,Business Class,Boeing 777/A320,Business,Business Class,,October 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,5,5,5,0
,,Singapore,2024-10-27,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,September 2024,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,5,5,5,0
,,United Kingdom,2024-10-19,True,Economy Class,Boeing 777-300ER,Solo Leisure,Economy Class,,October 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,5,5,5,5,0
,,United Kingdom,2024-10-19,True,Business Class,A380/A350,Solo Leisure,Business Class,,October 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Netherlands,2024-10-19,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,October 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,United Kingdom,2024-10-16,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,August 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,France,2024-10-15,False,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,October 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-10-15,True,Economy Class,Boeing 787-8 / A320,Couple Leisure,Economy Class,,October 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-10-15,True,Economy Class,A320 / Boeing 777-300ER,Couple Leisure,Economy Class,,October 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Finland,2024-10-14,True,Economy Class,Business,Business,Economy Class,,October 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Malaysia,2024-10-14,True,Business Class,Business,Business,Business Class,,October 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Australia,2024-10-13,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,October 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Thailand,2024-10-07,True,Economy Class,Boeing 787,Solo Leisure,Economy Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Thailand,2024-10-07,True,Economy Class,A380,Solo Leisure,Economy Class,,October 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,New Zealand,2024-09-23,True,Economy Class,A350,Couple Leisure,Economy Class,,September 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United States,2024-09-22,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,September 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Romania,2024-09-22,False,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,September 2024,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-09-22,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,September 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Bahrain,2024-09-21,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Saudi Arabia,2024-09-18,True,Economy Class,Boeing 777-300ER,Couple Leisure,Economy Class,,September 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Australia,2024-09-18,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,September 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United Kingdom,2024-09-16,True,Economy Class,A350-900,Solo Leisure,Economy Class,,September 2024,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United States,2024-09-15,True,Economy Class,A350-900,Family Leisure,Economy Class,,August 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,Australia,2024-09-14,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,September 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,4,5,3,5,0
,,Malaysia,2024-09-10,True,Economy Class,Boeing 777-300er,Solo Leisure,Economy Class,,September 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United Kingdom,2024-09-10,False,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,September 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Malaysia,2024-09-10,True,Economy Class,Boeing 787-8,Solo Leisure,Economy Class,,September 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,United Kingdom,2024-09-09,True,Economy Class,Boeing 787,Solo Leisure,Economy Class,,August 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Germany,2024-09-08,True,Economy Class,Boeing 777,Solo Leisure,Economy Class,,September 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Germany,2024-09-06,True,Economy Class,Boeing 777/A350-1000,Solo Leisure,Economy Class,,September 2024,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,United Arab Emirates,2024-09-01,True,Business Class,Boeing 777,Business,Business Class,,August 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Iceland,2024-08-29,True,Business Class,Boeing 787-8,Solo Leisure,Business Class,,August 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Qatar,2024-08-27,True,First Class,A380-800,Family Leisure,First Class,,April 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Australia,2024-08-26,True,Business Class,Boeing 777-800er,Couple Leisure,Business Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Hong Kong,2024-08-25,False,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,August 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-08-20,True,Business Class,Business,Business,Business Class,,August 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Arab Emirates,2024-08-19,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,August 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,Qatar,2024-08-16,True,Economy Class,A350,Family Leisure,Economy Class,,August 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,United Kingdom,2024-08-12,True,Economy Class,Boeing 787,Family Leisure,Economy Class,,July 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,United Kingdom,2024-08-12,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,August 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,United States,2024-08-08,True,Economy Class,B777,Solo Leisure,Economy Class,,August 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Australia,2024-08-06,True,Business Class,Solo Leisure,Solo Leisure,Business Class,,June 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Netherlands,2024-08-05,False,Economy Class,Boeing 777,Family Leisure,Economy Class,,August 2024,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,United Kingdom,2024-08-04,False,Business Class,Boeing 777,Family Leisure,Business Class,,August 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,India,2024-08-01,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,August 2024,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United Arab Emirates,2024-07-30,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,July 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,South Africa,2024-07-26,False,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,July 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Spain,2024-07-22,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,July 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United States,2024-07-20,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,June 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,United States,2024-07-18,True,Business Class,Solo Leisure,Solo Leisure,Business Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-07-18,True,Business Class,Boeing 787,Solo Leisure,Business Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Armenia,2024-07-18,True,Economy Class,Boeing 777-300ER,Solo Leisure,Economy Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Iceland,2024-07-13,True,Business Class,Boeing 787-8,Couple Leisure,Business Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Iceland,2024-07-13,True,Business Class,Boeing 787-9,Couple Leisure,Business Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Australia,2024-07-13,False,Economy Class,A380,Family Leisure,Economy Class,,June 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Singapore,2024-07-11,False,Business Class,Family Leisure,Family Leisure,Business Class,,May 2024,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Netherlands,2024-07-11,True,Economy Class,Boeing 787,Couple Leisure,Economy Class,,June 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,4,5,3,5,0
,,United States,2024-07-11,True,Economy Class,Business,Business,Economy Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,4,5,3,5,0
,,United States,2024-07-10,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,July 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,4,5,3,5,0
,,Australia,2024-07-08,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,August 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,4,5,3,5,0
,,United Kingdom,2024-07-07,True,Business Class,Boeing 777-300ER,Solo Leisure,Business Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Poland,2024-07-05,True,Economy Class,A380,Solo Leisure,Economy Class,,July 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Kenya,2024-07-05,True,Business Class,Boeing 777-300Er,Family Leisure,Business Class,,June 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Qatar,2024-07-04,True,First Class,A380-800,Family Leisure,First Class,,June 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Belgium,2024-07-01,False,Economy Class,A380 / Boeing 787,Couple Leisure,Economy Class,,June 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,United Kingdom,2024-06-29,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,March 2024,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,4,5,3,5,0
,,Norway,2024-06-27,True,Business Class,Boeing 787,Family Leisure,Business Class,,June 2024,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Germany,2024-06-26,True,Economy Class,Boeing 787-9,Solo Leisure,Economy Class,,June 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,4,5,3,5,0
,,Singapore,2024-06-23,False,Business Class,Family Leisure,Family Leisure,Business Class,,June 2024,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Portugal,2024-06-15,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,March 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,Austria,2024-06-14,False,Business Class,Boeing 777-300ER and Boeing 787-9,Family Leisure,Business Class,,June 2024,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Singapore,2024-06-11,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,May 2024,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
,,Qatar,2024-06-11,True,First Class,Boeing 777-300,Solo Leisure,First Class,,June 2024,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Germany,2024-06-08,True,Business Class,Boeing 787-9,Solo Leisure,Business Class,,June 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Germany,2024-06-08,True,Economy Class,A380,Solo Leisure,Economy Class,,June 2024,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,4,5,3,5,0
,,Qatar,2024-06-06,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,June 2024,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,4,5,3,5,0
